0 0.000 0.00000000000000 0.00000000000000
14 0.000 715.58520354952736 1016.52591947095391
11 0.000 48.77096114242212 903.75887857344856
21 0.000 90.26682244199007 1523.74066638141107
33 0.000 1215.64141521373813 2102.40588766540532
1 0.000 85.17061188848805 65.70325972380543
50 0.000 2527.25156598319654 1812.30208782908380
20 0.000 915.73192796470619 809.94773683404435
4 0.000 280.98190664934555 563.58586762585549
36 0.000 1680.85975638875652 1602.78890827880286
43 0.000 698.78415804169481 3547.04296873826024
18 0.000 711.88696939330885 156.64588857382887
40 0.000 1686.04565283244506 1590.16033764728013
34 0.000 203.25333140561750 2676.17404755259713
35 0.000 2439.82520610559004 1330.12003408621467
17 0.000 341.81582016136144 1891.54488853176531
19 0.000 1374.39010060993292 831.02059900422057
48 0.000 1090.64703006227728 2621.96160136459093
42 0.000 4287.65190462433384 3247.69000660163647
49 0.000 5079.45209025500390 1001.03365890572093
16 0.000 3105.83385807128843 2614.91947060246321
12 0.000 2051.55225431662575 2014.03955977413148
37 0.000 2659.65407923979001 1246.59120168379377
31 0.000 1923.96356723430972 400.48562953741975
5 0.000 458.99269729400936 56.26781373146170
29 0.000 1951.36658577022968 953.90244429541519
38 0.000 1180.67509685197115 2112.41813655422857
2 0.000 110.91137727124845 54.51239350923809
27 0.000 1069.55302366055957 1241.85622144583385
30 0.000 1018.18075640178506 1234.31463941902439
46 0.000 1118.09747662961536 2376.95279854102046
47 0.000 188.65623806932342 2659.30567393816409
28 0.000 1676.85316269807663 67.59045358896243
3 0.000 424.85730978515465 448.62186321343512
9 0.000 424.56242005353829 70.29077496482313
13 0.000 949.32993580523282 1353.60330076264154
8 0.000 35.62242750854602 931.37501976818146
25 0.000 1069.97233473080041 1244.11132970652511
24 0.000 1310.79434281784211 2264.45531367308877
6 0.000 490.68037053087113 637.90993311429133
39 0.000 144.61008877377535 1420.63202596899805
41 0.000 165.68124433424589 2653.51286517095423
22 0.000 1571.48835534616296 3357.67964155309119
23 0.000 1053.61693579955067 1241.19202274280133
32 0.000 1431.87119653713853 1638.58414499308901
7 0.000 247.33441066569435 609.71973934533264
15 0.000 2092.62207754169231 2944.05037538084753
10 0.000 42.80877109831690 927.13174579938948
26 0.000 3674.51515174522547 675.88260606487404
44 0.000 1127.95381512043355 2379.11247788911578
45 0.000 147.79149929428220 2664.06257305858207
2 0.192 110.91137727124845 54.51239350923809
27 0.301 1069.55302366055957 1241.85622144583385
30 0.313 1018.18075640178506 1234.31463941902439
46 0.493 1118.09747662961536 2376.95279854102046
47 0.811 188.65623806932342 2659.30567393816409
6 3.495 490.68037053087113 637.90993311429133
46 3.499 1118.15881937326685 2374.88747263551613
3 3.510 424.85730978515465 448.62186321343512
9 3.521 424.56242005353829 70.29077496482313
13 3.525 949.32993580523282 1353.60330076264154
8 4.635 35.62242750854602 931.37501976818146
